stop_sequence,from_id,to_id,status,line,type,day,part_of_the_day,delay
6.0,153,152,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
12.0,74,40,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,107,107,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
9.0,116,58,departed,Main Line,NJ Transit,Tuesday,evening,0
3.0,145,136,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
3.0,38174,134,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
14.0,138,129,estimated,Raritan Valley,NJ Transit,Tuesday,evening,0
5.0,32906,125,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
3.0,38174,38417,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
8.0,141,79,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
9.0,102,120,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
8.0,59,85,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
4.0,136,145,departed,Morristown Line,NJ Transit,Tuesday,evening,0
7.0,41,37953,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
16.0,39472,67,departed,Morristown Line,NJ Transit,Tuesday,evening,0
3.0,122,79,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
11.0,42,156,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,105,105,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
4.0,136,87,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,70,41,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
10.0,83,84,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
3.0,106,87,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,52,58,departed,Main Line,NJ Transit,Tuesday,evening,0
15.0,77,30,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,130,73,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
2.0,63,106,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
8.0,139,107,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,152,14,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
4.0,130,85,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
2.0,105,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
8.0,27,145,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,97,140,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,88,76,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
13.0,38105,107,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
2.0,63,38174,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
13.0,151,3,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
10.0,58,52,departed,Main Line,NJ Transit,Tuesday,evening,0
6.0,39472,35,departed,Morristown Line,NJ Transit,Tuesday,evening,0
13.0,40,4,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
11.0,38174,63,estimated,Main Line,NJ Transit,Tuesday,evening,0
5.0,37953,127,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
18.0,73,74,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
3.0,43298,28,departed,Atl. City Line,NJ Transit,Tuesday,evening,0
4.0,134,43599,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
12.0,156,62,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
3.0,38187,107,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
9.0,103,32906,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,1
9.0,140,81,departed,Morristown Line,NJ Transit,Tuesday,evening,0
4.0,87,136,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
4.0,38417,144,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
4.0,79,141,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,14,50,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
5.0,103,38,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
16.0,147,20,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,119,158,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
5.0,87,81,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
16.0,117,49,estimated,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,87,145,estimated,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,120,36,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
11.0,76,12,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
16.0,30,92,departed,Morristown Line,NJ Transit,Tuesday,evening,1
9.0,145,136,departed,Morristown Line,NJ Transit,Tuesday,evening,1
3.0,106,23,departed,Morristown Line,NJ Transit,Tuesday,evening,0
5.0,135,26,departed,Main Line,NJ Transit,Tuesday,evening,0
9.0,79,122,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
9.0,85,130,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
11.0,58,116,departed,Main Line,NJ Transit,Tuesday,evening,0
11.0,41,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
17.0,67,101,departed,Morristown Line,NJ Transit,Tuesday,evening,0
9.0,50,19,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
2.0,105,106,departed,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,37953,107,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
11.0,34,35,estimated,Morristown Line,NJ Transit,Tuesday,evening,1
8.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,1
11.0,84,38,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
5.0,43599,46,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
13.0,62,159,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
14.0,4,8,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
12.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,0
5.0,145,27,departed,Morristown Line,NJ Transit,Tuesday,evening,0
11.0,52,131,departed,Main Line,NJ Transit,Tuesday,evening,0
2.0,107,38105,departed,Raritan Valley,NJ Transit,Tuesday,evening,1
17.0,20,96,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
6.0,81,140,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
12.0,12,18,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
5.0,85,59,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
3.0,106,154,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
14.0,3,128,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
6.0,125,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
15.0,8,22,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
10.0,73,74,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
13.0,6,60,estimated,Raritan Valley,NJ Transit,Tuesday,evening,0
10.0,136,87,departed,Morristown Line,NJ Transit,Tuesday,evening,1
5.0,141,15,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
4.0,23,112,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,19,154,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,107,38187,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,140,97,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
6.0,38,84,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
7.0,35,34,departed,Morristown Line,NJ Transit,Tuesday,evening,0
6.0,46,121,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
14.0,159,114,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,63,63,departed,Main Line,NJ Transit,Tuesday,evening,0
5.0,136,145,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
4.0,107,37953,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
17.0,92,91,departed,Morristown Line,NJ Transit,Tuesday,evening,1
10.0,130,73,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
12.0,131,64,departed,Main Line,NJ Transit,Tuesday,evening,0
8.0,57,135,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
6.0,127,11,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
15.0,128,38417,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
4.0,154,19,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
2.0,105,38187,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,0
6.0,27,77,departed,Morristown Line,NJ Transit,Tuesday,evening,0
11.0,36,21,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
14.0,107,38187,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
12.0,38,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
6.0,59,37169,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
8.0,34,94,departed,Morristown Line,NJ Transit,Tuesday,evening,0
8.0,97,61,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
10.0,122,13,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
18.0,101,93,departed,Morristown Line,NJ Transit,Tuesday,evening,0
3.0,38105,31,departed,Raritan Valley,NJ Transit,Tuesday,evening,1
6.0,26,86,departed,Main Line,NJ Transit,Tuesday,evening,0
3.0,38174,160,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
5.0,19,50,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
5.0,144,137,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
6.0,15,22,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
5.0,37953,109,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
15.0,114,90,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
12.0,37953,107,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
10.0,158,127,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
18.0,96,34,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
11.0,87,81,departed,Morristown Line,NJ Transit,Tuesday,evening,1
12.0,116,29,departed,Main Line,NJ Transit,Tuesday,evening,1
7.0,11,158,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
16.0,38417,78,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
6.0,145,104,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,61,112,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
12.0,21,24,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
11.0,74,40,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
16.0,22,15,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,64,151,departed,Main Line,NJ Transit,Tuesday,evening,0
9.0,107,38187,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,84,83,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
13.0,18,45,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
4.0,28,71,departed,Atl. City Line,NJ Transit,Tuesday,evening,0
10.0,81,145,estimated,Morristown Line,NJ Transit,Tuesday,evening,1
5.0,112,140,departed,Morristown Line,NJ Transit,Tuesday,evening,0
3.0,107,127,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
4.0,160,146,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
11.0,154,106,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
2.0,125,124,estimated,Princeton Shuttle,NJ Transit,Tuesday,evening,0
13.0,29,115,departed,Main Line,NJ Transit,Tuesday,evening,1
7.0,22,8,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,129,129,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
6.0,50,14,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
12.0,81,140,departed,Morristown Line,NJ Transit,Tuesday,evening,1
4.0,31,32,departed,Raritan Valley,NJ Transit,Tuesday,evening,1
6.0,109,41,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
7.0,121,25,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
16.0,90,118,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
1.0,151,151,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
11.0,127,70,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,103,32906,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
7.0,77,30,departed,Morristown Line,NJ Transit,Tuesday,evening,0
10.0,112,23,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
9.0,94,91,departed,Morristown Line,NJ Transit,Tuesday,evening,0
6.0,137,149,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
14.0,151,3,departed,Main Line,NJ Transit,Tuesday,evening,0
12.0,40,4,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
17.0,78,144,estimated,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
7.0,104,99,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
15.0,106,105,estimated,Morristown Line,NJ Transit,Tuesday,evening,1
17.0,15,141,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
18.0,91,94,departed,Morristown Line,NJ Transit,Tuesday,evening,1
6.0,140,81,departed,Morristown Line,NJ Transit,Tuesday,evening,0
2.0,129,138,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
13.0,113,123,estimated,Main Line,NJ Transit,Tuesday,evening,0
7.0,14,152,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
11.0,23,37,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
14.0,45,117,departed,Gladstone Branch,NJ Transit,Tuesday,evening,1
7.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Tuesday,evening,0
8.0,25,126,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
5.0,146,43,departed,Pascack Valley,NJ Transit,Tuesday,evening,1
13.0,24,138,departed,Raritan Valley,NJ Transit,Tuesday,evening,0
14.0,115,33,departed,Main Line,NJ Transit,Tuesday,evening,1
8.0,158,119,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
2.0,63,38174,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,148,148,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
5.0,32,155,departed,Raritan Valley,NJ Transit,Tuesday,evening,1
8.0,8,4,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
13.0,140,112,departed,Morristown Line,NJ Transit,Tuesday,evening,1
5.0,37953,103,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
19.0,34,35,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
3.0,38187,106,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
19.0,94,34,departed,Morristown Line,NJ Transit,Tuesday,evening,1
13.0,107,38187,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
2.0,151,64,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
7.0,41,70,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
3.0,106,136,departed,Morristown Line,NJ Transit,Tuesday,evening,1
7.0,37169,139,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
11.0,73,74,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,1
8.0,30,92,departed,Morristown Line,NJ Transit,Tuesday,evening,0
17.0,118,100,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
15.0,33,75,departed,Main Line,NJ Transit,Tuesday,evening,1
1.0,63,63,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,0
10.0,38187,105,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,1
18.0,141,79,estimated,No Jersey Coast,NJ Transit,Tuesday,evening,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Tuesday,evening,0
4.0,127,83,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,1
1.0,35,35,departed,Morristown Line,NJ Transit,Tuesday,evening,0
9.0,135,26,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
8.0,83,127,departed,Northeast Corrdr,NJ Transit,Tuesday,evening,0
8.0,99,17,departed,Gladstone Branch,NJ Transit,Tuesday,evening,0
13.0,4,8,departed,No Jersey Coast,NJ Transit,Tuesday,evening,1
5.0,71,9,departed,Atl. City Line,NJ Transit,Tuesday,evening,0
6.0,43,5,departed,Pascack Valley,NJ Transit,Tuesday,evening,0
10.0,91,92,departed,Morristown Line,NJ Transit,Tuesday,evening,0
8.0,152,153,departed,Montclair-Boonton,NJ Transit,Tuesday,evening,1
9.0,126,51,departed,Bergen Co. Line ,NJ Transit,Tuesday,evening,1
12.0,70,41,departed,No Jersey Coast,NJ Transit,Tuesday,evening,0
7.0,81,87,departed,Morristown Line,NJ Transit,Tuesday,evening,0
15.0,3,128,departed,Main Line,NJ Transit,Tuesday,evening,0
1.0,144,144,departed,Main Line,NJ Transit,Tuesday,night,0
3.0,138,24,departed,Raritan Valley,NJ Transit,Tuesday,night,0
3.0,64,131,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,0
14.0,112,23,departed,Morristown Line,NJ Transit,Tuesday,night,1
12.0,37,106,departed,Gladstone Branch,NJ Transit,Tuesday,night,0
16.0,75,66,departed,Main Line,NJ Transit,Tuesday,night,1
9.0,153,150,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
7.0,86,113,departed,Main Line,NJ Transit,Tuesday,night,0
15.0,117,49,estimated,Gladstone Branch,NJ Transit,Tuesday,night,0
9.0,4,40,departed,No Jersey Coast,NJ Transit,Tuesday,night,0
7.0,5,110,departed,Pascack Valley,NJ Transit,Tuesday,night,0
9.0,119,139,departed,No Jersey Coast,NJ Transit,Tuesday,night,0
9.0,17,48,departed,Gladstone Branch,NJ Transit,Tuesday,night,1
14.0,8,22,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
6.0,155,44,departed,Raritan Valley,NJ Transit,Tuesday,night,1
8.0,70,127,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
6.0,103,32906,departed,Northeast Corrdr,NJ Transit,Tuesday,night,1
10.0,51,131,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,1
2.0,144,78,departed,Main Line,NJ Transit,Tuesday,night,0
4.0,106,154,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
4.0,136,145,departed,Morristown Line,NJ Transit,Tuesday,night,1
2.0,63,106,departed,Gladstone Branch,NJ Transit,Tuesday,night,0
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Tuesday,night,0
9.0,127,70,departed,Northeast Corrdr,NJ Transit,Tuesday,night,0
8.0,139,119,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
16.0,128,38417,departed,Main Line,NJ Transit,Tuesday,night,0
3.0,38174,118,departed,Pascack Valley,NJ Transit,Tuesday,night,1
9.0,92,91,departed,Morristown Line,NJ Transit,Tuesday,night,0
15.0,38187,105,estimated,Raritan Valley,NJ Transit,Tuesday,night,0
2.0,148,32905,departed,Northeast Corrdr,NJ Transit,Tuesday,night,1
14.0,138,129,estimated,Raritan Valley,NJ Transit,Tuesday,night,0
18.0,100,142,estimated,Pascack Valley,NJ Transit,Tuesday,night,0
11.0,92,30,departed,Morristown Line,NJ Transit,Tuesday,night,0
4.0,24,21,departed,Raritan Valley,NJ Transit,Tuesday,night,0
3.0,38174,66,departed,Main Line,NJ Transit,Tuesday,night,0
20.0,35,39472,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
10.0,150,95,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Tuesday,night,0
13.0,41,37953,departed,No Jersey Coast,NJ Transit,Tuesday,night,0
12.0,106,38187,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
5.0,83,84,departed,Northeast Corrdr,NJ Transit,Tuesday,night,1
10.0,48,143,departed,Gladstone Branch,NJ Transit,Tuesday,night,1
20.0,34,35,departed,Morristown Line,NJ Transit,Tuesday,night,1
1.0,38081,38081,departed,Montclair-Boonton,NJ Transit,Tuesday,night,0
7.0,149,57,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,0
19.0,93,54,estimated,Morristown Line,NJ Transit,Tuesday,night,0
4.0,131,51,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,0
19.0,79,122,estimated,No Jersey Coast,NJ Transit,Tuesday,night,0
7.0,44,102,departed,Raritan Valley,NJ Transit,Tuesday,night,1
10.0,38187,105,estimated,No Jersey Coast,NJ Transit,Tuesday,night,1
10.0,26,86,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,1
15.0,22,15,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
4.0,66,75,departed,Main Line,NJ Transit,Tuesday,night,0
11.0,95,89,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
17.0,38417,78,departed,Main Line,NJ Transit,Tuesday,night,0
5.0,154,19,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
2.0,35,34,departed,Morristown Line,NJ Transit,Tuesday,night,1
2.0,105,107,departed,Northeast Corrdr,NJ Transit,Tuesday,night,0
15.0,23,106,departed,Morristown Line,NJ Transit,Tuesday,night,1
3.0,78,38417,departed,Main Line,NJ Transit,Tuesday,night,0
1.0,139,139,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
1.0,105,105,departed,Morristown Line,NJ Transit,Tuesday,night,1
8.0,110,132,departed,Pascack Valley,NJ Transit,Tuesday,night,0
11.0,131,64,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,1
14.0,32906,125,departed,Northeast Corrdr,NJ Transit,Tuesday,night,1
12.0,30,77,departed,Morristown Line,NJ Transit,Tuesday,night,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Tuesday,night,0
17.0,66,38174,departed,Main Line,NJ Transit,Tuesday,night,1
8.0,102,120,departed,Raritan Valley,NJ Transit,Tuesday,night,1
8.0,87,145,estimated,Morristown Line,NJ Transit,Tuesday,night,1
2.0,63,38174,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,0
5.0,51,126,departed,Bergen Co. Line ,NJ Transit,Tuesday,night,0
10.0,40,74,estimated,No Jersey Coast,NJ Transit,Tuesday,night,0
9.0,127,11,departed,No Jersey Coast,NJ Transit,Tuesday,night,1
3.0,106,37,departed,Gladstone Branch,NJ Transit,Tuesday,night,0
11.0,143,88,departed,Gladstone Branch,NJ Transit,Tuesday,night,1
6.0,19,50,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
5.0,145,27,departed,Morristown Line,NJ Transit,Tuesday,night,1
5.0,21,36,departed,Raritan Valley,NJ Transit,Tuesday,night,0
5.0,75,33,departed,Main Line,NJ Transit,Tuesday,night,0
6.0,84,38,departed,Northeast Corrdr,NJ Transit,Tuesday,night,1
1.0,117,117,departed,Gladstone Branch,NJ Transit,Tuesday,night,1
9.0,119,158,departed,No Jersey Coast,NJ Transit,Tuesday,night,0
2.0,38081,89,departed,Montclair-Boonton,NJ Transit,Tuesday,night,0
12.0,89,38081,departed,Montclair-Boonton,NJ Transit,Tuesday,night,1
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Tuesday,night,0
4.0,118,100,departed,Pascack Valley,NJ Transit,Tuesday,night,1
4.0,38417,128,departed,Main Line,NJ Transit,Tuesday,night,0
